"";"kingdom";"phylum";"class";"order";"family";"genus";"species"
"FU00786";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU00787";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"unclassified_Herpotrichiellaceae";"unclassified_Herpotrichiellaceae"
"FU00788";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Rhinocladiella";"Rhinocladiella_sp"
"FU00789";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00790";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00791";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU00792";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00793";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00794";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lentitheciaceae";"Darksidea";"unclassified"
"FU00795";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00796";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00797";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Plenodomus";"Plenodomus_biglobosus"
"FU00798";"Fungi";"Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota"
"FU00799";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Dominikia";"unclassified"
"FU00800";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00801";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Schizophyllaceae";"Schizophyllum";"Schizophyllum_sp"
"FU00802";"Fungi";"Basidiomycota";"Agaricomycetes";"Sebacinales";"unclassified_Sebacinales";"unclassified_Sebacinales";"unclassified_Sebacinales"
"FU00803";"Fungi";"Basidiomycota";"Microbotryomycetes";"Sporidiobolales";"Sporidiobolaceae";"Sporobolomyces";"Sporobolomyces_salicinus"
"FU00804";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_alpina"
"FU00805";"Fungi";"Ascomycota";"Leotiomycetes";"Thelebolales";"Pseudeurotiaceae";"Pseudogymnoascus";"Pseudogymnoascus_verrucosus"
"FU00806";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Cistella";"Cistella_sp"
"FU00807";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Tuberaceae";"Tuber";"Tuber_indicum"
"FU00808";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU00809";"Fungi";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Plectosphaerella";"Plectosphaerella_cucumerina"
"FU00810";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00811";"Fungi";"Ascomycota";"Dothideomycetes";"unclassified_Dothideomycetes";"unclassified_Dothideomycetes";"unclassified_Dothideomycetes";"unclassified_Dothideomycetes"
"FU00812";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU00813";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bradymyces";"Bradymyces_sp"
"FU00814";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00815";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Halosphaeriaceae";"unclassified_Halosphaeriaceae";"unclassified_Halosphaeriaceae"
"FU00816";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00817";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU00818";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"unclassified_Sporormiaceae";"unclassified_Sporormiaceae"
"FU00819";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00820";"Fungi";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Flavoplaca";"Flavoplaca_sp"
"FU00821";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00822";"Fungi";"Ascomycota";"Sordariomycetes";"Magnaporthales";"Magnaporthaceae";"Slopeiomyces";"Slopeiomyces_sp"
"FU00823";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Hyaloscyphaceae";"Cistella";"Cistella_sp"
"FU00824";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bradymyces";"Bradymyces_sp"
"FU00825";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00826";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Cantharellales_fam_Incertae_sedis";"Minimedusa";"Minimedusa_polyspora"
"FU00827";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU00828";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00829";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bradymyces";"Bradymyces_sp"
"FU00830";"Fungi";"Basidiomycota";"Tremellomycetes";"Filobasidiales";"Filobasidiaceae";"Naganishia";"Naganishia_cerealis"
"FU00831";"Fungi";"Ascomycota";"Leotiomycetes";"Thelebolales";"Pseudeurotiaceae";"Pseudogymnoascus";"Pseudogymnoascus_verrucosus"
"FU00832";"Fungi";"Basidiomycota";"Microbotryomycetes";"Microbotryales";"Ustilentylomataceae";"Microbotryozyma";"Microbotryozyma_sp"
"FU00833";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00834";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Cylindrocarpon";"Cylindrocarpon_sp"
"FU00835";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales";"unclassified_Pleosporales"
"FU00836";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales";"unclassified_Chaetothyriales"
"FU00837";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00838";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Bipolaris";"Bipolaris_sp"
"FU00839";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_sarnyensis"
"FU00840";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Knufia";"unclassified"
"FU00841";"Fungi";"Ascomycota";"Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes"
"FU00842";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Mycosphaerellaceae";"Mycocentrospora";"Mycocentrospora_sp"
"FU00843";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"unclassified_Sordariales";"unclassified_Sordariales";"unclassified_Sordariales"
"FU00844";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU00845";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00846";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Neosetophoma";"Neosetophoma_sp"
"FU00847";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"unclassified_Ceratobasidiaceae";"unclassified_Ceratobasidiaceae"
"FU00848";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00849";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Rutstroemiaceae";"unclassified_Rutstroemiaceae";"unclassified_Rutstroemiaceae"
"FU00850";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00851";"Fungi";"Basidiomycota";"Agaricomycetes";"Atheliales";"Atheliaceae";"Athelia";"Athelia_sp"
"FU00852";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00853";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00854";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"unclassified_Agaricales";"unclassified_Agaricales";"unclassified_Agaricales"
"FU00855";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Pleosporaceae";"Curvularia";"Curvularia_sp"
"FU00856";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00857";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"Helotiaceae";"unclassified_Helotiaceae";"unclassified_Helotiaceae"
"FU00858";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00859";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Penicillium";"Penicillium_bialowiezense"
"FU00860";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Trichoderma";"Trichoderma_sp"
"FU00861";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00862";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Rhinocladiella";"Rhinocladiella_sp"
"FU00863";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Gibberella";"Gibberella_intricans"
"FU00864";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bradymyces";"Bradymyces_sp"
"FU00865";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00866";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymosphaeriaceae";"Pseudopithomyces";"Pseudopithomyces_chartarum"
"FU00867";"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"unclassified_Tremellales";"unclassified_Tremellales";"unclassified_Tremellales"
"FU00868";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00869";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00870";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"Preussia_flanaganii"
"FU00871";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00872";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00873";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Chaetomium";"Chaetomium_murorum"
"FU00874";"Fungi";"Basidiomycota";"Microbotryomycetes";"Microbotryomycetes_ord_Incertae_sedis";"Microbotryomycetes_fam_Incertae_sedis";"Curvibasidium";"Curvibasidium_sp"
"FU00875";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00876";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Neonectria";"Neonectria_hederae"
"FU00877";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales";"unclassified_Hypocreales"
"FU00878";"Fungi";"Basidiomycota";"Agaricomycetes";"Cantharellales";"Ceratobasidiaceae";"unclassified_Ceratobasidiaceae";"unclassified_Ceratobasidiaceae"
"FU00879";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Pholiota";"Pholiota_sp"
"FU00880";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00881";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Bionectriaceae";"Nectriopsis";"Nectriopsis_sp"
"FU00882";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"Cladorrhinum";"Cladorrhinum_foecundissimum"
"FU00883";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Mycosphaerellaceae";"Cercospora";"Cercospora_sp"
"FU00884";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00885";"Fungi";"Olpidiomycota";"Olpidiomycetes";"Olpidiales";"Olpidiaceae";"Olpidium";"Olpidium_brassicae"
"FU00886";"Fungi";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Flavoplaca";"Flavoplaca_sp"
"FU00887";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00888";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Herpotrichiellaceae";"Rhinocladiella";"Rhinocladiella_sp"
"FU00889";"Fungi";"Mortierellomycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Mortierella";"Mortierella_alpina"
"FU00890";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"unclassified_Phaeosphaeriaceae";"unclassified_Phaeosphaeriaceae"
"FU00891";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00892";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Lentitheciaceae";"Darksidea";"unclassified"
"FU00893";"Fungi";"Basidiomycota";"Tremellomycetes";"Trichosporonales";"Trichosporonaceae";"Apiotrichum";"Apiotrichum_xylopini"
"FU00894";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00895";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Cyphellophoraceae";"Cyphellophora";"Cyphellophora_pauciseptata"
"FU00896";"Fungi";"Ascomycota";"Sordariomycetes";"Hypocreales";"Nectriaceae";"Stephanonectria";"Stephanonectria_keithii"
"FU00897";"Fungi";"Ascomycota";"Leotiomycetes";"Helotiales";"unclassified_Helotiales";"unclassified_Helotiales";"unclassified_Helotiales"
"FU00898";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Phaeosphaeriaceae";"Setophaeosphaeria";"Setophaeosphaeria_sp"
"FU00899";"Fungi";"Ascomycota";"Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes";"unclassified_Sordariomycetes"
"FU00900";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00901";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00902";"Fungi";"Ascomycota";"Arthoniomycetes";"Arthoniales";"Arthoniaceae";"Arthothelium";"Arthothelium_spectabile"
"FU00903";"Fungi";"Basidiomycota";"Pucciniomycetes";"Platygloeales";"Eocronartiaceae";"Eocronartium";"Eocronartium_sp"
"FU00904";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Paralepista";"Paralepista_sp"
"FU00905";"Fungi";"Glomeromycota";"Glomeromycetes";"unclassified_Glomeromycetes";"unclassified_Glomeromycetes";"unclassified_Glomeromycetes";"unclassified_Glomeromycetes"
"FU00906";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Tricholomataceae";"Clitocybe";"Clitocybe_sp"
"FU00907";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Rhizophagus";"unclassified"
"FU00908";"Fungi";"Ascomycota";"Sordariomycetes";"Sordariales";"Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae";"unclassified_Lasiosphaeriaceae"
"FU00909";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Didymellaceae";"Endophoma";"Endophoma_elongata"
"FU00910";"Fungi";"Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota";"unclassified_Ascomycota"
"FU00911";"Fungi";"Glomeromycota";"Glomeromycetes";"Glomerales";"Glomeraceae";"Rhizophagus";"unclassified"
"FU00912";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00913";"Fungi";"Glomeromycota";"Glomeromycetes";"Diversisporales";"Diversisporaceae";"unclassified_Diversisporaceae";"unclassified_Diversisporaceae"
"FU00914";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00915";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";"Preussia";"unclassified"
"FU00916";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00917";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00918";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Leptosphaeriaceae";"Plenodomus";"Plenodomus_biglobosus"
"FU00919";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00920";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bradymyces";"Bradymyces_sp"
"FU00921";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00922";"Fungi";"Ascomycota";"Sordariomycetes";"Glomerellales";"Plectosphaerellaceae";"Verticillium";"Verticillium_albo-atrum"
"FU00923";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"unclassified_Microascales";"unclassified_Microascales";"unclassified_Microascales"
"FU00924";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales";"unclassified_Capnodiales"
"FU00925";"Fungi";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Daedaleopsis";"Daedaleopsis_sp"
"FU00926";"Fungi";"Ascomycota";"Sordariomycetes";"Microascales";"Microascaceae";"Gamsia";"Gamsia_simplex"
"FU00927";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Strophariaceae";"Hypholoma";"Hypholoma_fasciculare"
"FU00928";"Fungi";"Ascomycota";"Eurotiomycetes";"unclassified_Eurotiomycetes";"unclassified_Eurotiomycetes";"unclassified_Eurotiomycetes";"unclassified_Eurotiomycetes"
"FU00929";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
"FU00930";"Fungi";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Aspergillaceae";"Aspergillus";"Aspergillus_sp"
"FU00931";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00932";"Fungi";"Basidiomycota";"Agaricomycetes";"Sebacinales";"Serendipitaceae";"unclassified_Serendipitaceae";"unclassified_Serendipitaceae"
"FU00933";"Fungi";"Ascomycota";"Eurotiomycetes";"Chaetothyriales";"Trichomeriaceae";"Bradymyces";"Bradymyces_sp"
"FU00934";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Psathyrellaceae";"Psathyrella";"unclassified"
"FU00935";"Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi";"unclassified_Fungi"
"FU00936";"Fungi";"Ascomycota";"Leotiomycetes";"Erysiphales";"Erysiphaceae";"Erysiphe";"Erysiphe_sp"
"FU00937";"Fungi";"Ascomycota";"Dothideomycetes";"Capnodiales";"Cladosporiaceae";"Cladosporium";"unclassified"
"FU00938";"Fungi";"Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota";"unclassified_Rozellomycota"
"FU00939";"Fungi";"Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota";"unclassified_Basidiomycota"
